id,year,Title,Authors
9204013,1992,Matrix Models and One Dimensional Open String Theory (Revised),Joseph A. Minahan
9204014,1992,Is General Relativity an 'Already Parametrized' Field Theory?,C. G. Torre
9204015,1992,Matter Coupling and Spontaneous Symmetry Breaking in Topological Gravity,"T.T. Burwick, A.H. Chamseddine and K.Meissner"
9204016,1992,Nonlinear realizations of $W_3$ symmetry,"E.Ivanov, S.Krivonos and A.Pichugin"
9204017,1992,World-Sheet Geometry and Baby Universes in 2-D Quantum Gravity,Sanjay Jain and Samir D. Mathur
9204018,1992,A naive matrix-model approach to two-dimensional quantum gravity coupled to matter of arbitrary central charge,E. Brezin and S. Hikami
9204019,1992,An alternative approach to KP hierarchy in matrix models,"L.Bonora, C.S.Xiong"
9204020,1992,Symplectic fusion rings and their metric,"D. Gepner and A. Schwimmer (Weizmann Institute of science, Israel)"
9204021,1992,Electrodynamics in the presence of an axion,Claudio Coriano'
9204022,1992,Ashtekar Formulation of 2+1 Gravity on a Torus,N. Manojlovic and A. Mikovic
9204023,1992,Superfield Realizations of $N=2$ Super-$W_3$,E.Ivanov and S.Krivonos
9204024,1992,"Higher Order Conformal Invariance of String Backgrounds Obtained by O(d,d) Transformations",J. Panvel
9204025,1992,Quantum Fermion Hair,Ruth Gregory and Jeffrey Harvey
9204026,1992,Dilaton Gravity and No-Hair Theorem in Two Dimensions,Olaf Lechtenfeld and Chiara Nappi
9204027,1992,Gauge Symmetries and Amplitudes in N=2 Strings,Miao Li
9204028,1992,Classical Fermi Fluid and Geometric Action for $c=1$,"Avinash Dhar, Gautam Mandal and Spenta R. Wadia"
9204029,1992,2+1 Gravity without dynamics,Viqar Husain
9204030,1992,Moduli Corrections to Gauge and Gravitational Couplings in four dimensional Superstrings,"I. Antoniadis, E. Gava and K.S. Narain"
9204031,1992,Gravitational Effects in Supersymmetric Domain Wall Backgrounds,M. Cvetic and S. Griffies
9204032,1992,On the Stability of a Stringy Black Hole,"A. Carlini, F. Fucito and M. Martellini"
9204033,1992,Bosonic Chern-Simons Field Theory of Anyon Superconductivity,Nathan Weiss
9204034,1992,A Continuum Description of Super-Calogero Models,Andre J. van Tonder
9204035,1992,Picard-Fuchs Equations and Special Geometry,"A. Ceresole, R. D'Auria, S. Ferrara, W. Lerche and J. Louis"
9204036,1992,On the construction of integrable dilute ADE models,Philippe Roche
9204037,1992,Yukawa Couplings for Bosonic $Z_N$ Orbifolds: Their Moduli and Twisted Sector Dependence,"S. Stieberger, D. Jungnickel, J. Lauer, M. Spalinski"
9204038,1992,On Realisations of W Algebras,H. Lu and C.N. Pope
9204039,1992,Membrane Pregeometry and the Vanishing of the Cosmological Constant,"A.Aurilia, A.Smailagic, E.Spallucci"
9204040,1992,On the Moduli Space of the $T^6/Z_3$ Orbifold and Its Modular Group,"S. Ferrara, P. Fr\`e, P. Soriani"
9204041,1992,Topological First-Order Systems with Landau-Ginzburg Interactions,"P. Fre', L. Girardello, A. Lerda and P. Soriani"
9204042,1992,Asymptotic Behavior of 2-d Black Holes,E. Raiten
9204043,1992,BRST-Fixed Points and Topological Conformal Symmetry,Toshio Nakatsu and Yuji Sugawara
9204044,1992,Perturbation Theory for Antisymmetric Tensor Fields in Four Dimensions,Nicola Maggiore and Silvio P. Sorella
9204045,1992,Non-Renormalization Properties of the Chern-Simons Action Coupled to Matter,"Alberto Blasi, Nicola Maggiore and Silvio P. Sorella"
9204046,1992,Rotating Charged Black Hole Solution in Heterotic String Theory,Ashoke Sen
9204047,1992,Strong Coupling Qed Breaks Chiral Symmetry,Gordon Semenoff
9204048,1992,Intersections forms and the geometry of lattice Chern-Simons theory,David Eliezer and Gordon Semenoff
9204049,1992,Scattering of Open and Closed Strings in 1+1 Dimensions,M. Bershadsky and D. Kutasov
9204050,1992,Topological Gauged WZW Models and 2D Gravity,Toshio Nakatsu and Yuji Sugawara
9204051,1992,String amplitudes in arbitrary dimensions,S. Forste
9204052,1992,Correlation functions from two-dimensional string Ward identities,Igor R. Klebanov and Andrea Pasquinucci
9204053,1992,Extra States and Symmetries in D<2 Closed String Theory,Shamit Kachru
9204054,1992,Heisenberg XXZ Model and Quantum Galilei Group,"F.Bonechi, E.Celeghini, R. Giachetti, E. Sorace and M.Tarlini"
9204055,1992,Covariant Phase Space Formulation of Parametrized Field Theories,C. G. Torre
9204056,1992,"Chern-Simons Solitons, Toda Theories and the Chiral Model",Gerald Dunne and Roman Jackiw
9204057,1992,"""Peireles Substitution"" and Chern-Simons Quantum Mechanics",Gerald Dunne and Roman Jackiw
9204058,1992,Algebraic Structures of Topological Yang-Mills Theory,Jae-Suk Park
9204059,1992,Path-Integral for Quantum Tunneling,Hideaki Aoyama and Arihiro Tamura
9204060,1992,Landau-Ginzburg String Vacua,A.Klemm and R.Schimmrigk
9204061,1992,Marinari-Parisi and Supersymmetric Collective Field Theory,J.P. Rodrigues and A.J. van Tonder
9204062,1992,Hawking radiation: a particle physics perspective,Matt Visser
9204063,1992,Solving Virasoro Constraints on Integrable Hierarchies via the Kontsevich-Miwa Transform,A.M.Semikhatov
9204064,1992,Diagonalization of the XXZ Hamiltonian by Vertex Operators,"Brian Davies, Omar Foda, Michio Jimbo, Tetsuji Miwa and Atsushi Nakayashiki"
9204065,1992,Field-Antifield formalism for Anomalous Gauge Theories,Joaquim Gomis and Jordi Par\'{\i}s
9204066,1992,Syncyclons or Solitonic Signals from Extra Dimensions,C.S.Aulakh
9204067,1992,W--Gravity and Generalized Lax Equations for (super) Toda Theory,Kenichro Aoki and Eric D'Hoker
9204068,1992,Corner Transfer Matrices and Quantum Affine Algebras,"Omar Foda, and Tetsuji Miwa"
9204069,1992,Ashtekar's Variables for Arbitrary Gauge Group,Peter Peldan
9204070,1992,Gravitational and Schwinger model anomalies: how far can the analogy go?,"A.Smailagic, E.Spallucci"
9204071,1992,"Twistor-like superstrings with D = 3, 4, 6 target-superspace and N = (1,0), (2,0), (4,0) world-sheet supersymmetry","F. Delduc, E.Ivanov and E. Sokatchev"
9204072,1992,Quantum Emission from Two-Dimensional Black Holes,S.B. Giddings and W.M. Nelson
9204073,1992,Dynamical Topological Phase Transition in Massless Thirring Model,Hiroshi Nohara
9204074,1992,Euler Hierarchies and Universal Equations,D. B. Fairlie and J. Govaerts
9204075,1992,The Effective Lagrangian of Three Dimensional Quantum Chromodynamics,"G. Ferretti, S.G.Rajeev and Z. Yang"
9204076,1992,Baryons as Solitons in Three Dimensional Quantum Chromodynamics,"G. Ferretti, S.G.Rajeev and Z. Yang"
9204077,1992,Signature Characters for A_2 and B_2,A. Kent and G. Watts
9204078,1992,Non-Critical Strings in Robertson-Walker Space Time,K. Behrndt
9204079,1992,String Effective Actions and Cosmological Stability of Scalar Potentials,Juan Garcia-Bellido and Mariano Quiros
9204080,1992,Scattering in Soliton Models and the Bosonic Exchange description,"Claudio Coriano', Rajesh R. Parwani, Hidenaga Yamagishi, Ismail Zahed"
9204081,1992,Signature Characters for the Virasoro Algebra,A. Kent
9204082,1992,The $O(n)$ model on a random surface: critical points and large order behaviour,B. Eynard and J. Zinn-Justin
9204083,1992,Two Dimensional Gauge Theories Revisited,Edward Witten
9204084,1992,Unitarity Relations in c=1 Liouville Theory,David A. Lowe
9204085,1992,Minimal Models from W-Constrained Hierarchies via the Kontsevich-Miwa Transform,B.~Gato-Rivera and A.~M.~Semikhatov
9204086,1992,Quantum Group $\sigma$ Models,"Y. Frishman, J. Lukierski and W.J. Zakrzewski"
9204088,1992,Analysis of All Dimensionful Parameters Relevant in Gravitational Dressing of Conformal Theories,H. Dorn and H.-J. Otto
9204089,1992,Paragrassmann Analysis and Quantum Groups,"A.T.Filippov, A.P.Isaev and A.B.Kurdikov"
9204090,1992,The Physics of 2-d Stringy Spacetimes,Gary W. Gibbons and Malcolm J. Perry
9204091,1992,Virasoro Representations on (Diff S1)/S1 Coadjoint Orbits,Washington Taylor IV
9204092,1992,"Additional symmetries of KP, Grassmannian, and the string equation",Leonid Dickey
9204093,1992,Review of W Strings,C.N. Pope
9204094,1992,"N=2 Supersymmetry, Painleve III and Exact Scaling Functions in 2D Polymers",P. Fendley and H. Saleur
9204095,1992,Physical States in G/G Models and 2d Gravity,"O. Aharony, O. Ganor , N. Sochen J. Sonnenschein and S. Yankielowicz"
9204096,1992,On the W-hair of String Black Holes and the Singularity Problem,"John Ellis, N.E. Mavromatos and D.V. Nanopoulos"
9204097,1992,Singular Vectors of the Virasoro Algebra,A. Kent
9204098,1992,Projections of Virasoro Singular Vectors,A. Kent
9204099,1992,The Black Hole in Three Dimensional Space Time,"M\'aximo Ba\~nados, Claudio Teitelboim, and Jorge Zanelli"
9204100,1992,Lattice Analogues of $N=2$ Superconformal Models via Quantum Group Truncation,"Z. Maassarani, D. Nemeschansky and N.P. Warner"
9204101,1992,Self-Dual Chern-Simons Solitons in (2+1)-Dimensional Einstein Gravity,Daniel Cangemi and Choonkyu Lee
9204102,1992,A New Supersymmetric Index,"Sergio Cecotti, Paul Fendley, Ken Intriligator and Cumrun Vafa"
9204103,1992,Validity of the Eikonal Approximation,Daniel Kabat
9205001,1992,Classical Isomorphisms for Quantum Groups,Vidyut Jain and Oleg Ogievetsky
9205002,1992,Fusion Rules for the q-deformed Vertex Operators of U_q(sl(2)^),H. Awata and Y. Yamada
9205003,1992,Reality in the Differential Calculus on q-euclidean Spaces,O. Ogievetsky and B. Zumino
9205004,1992,No Mirror Symmetry in Landau-Ginzburg Spectra!,Maximilian Kreuzer and Harald Skarke
9205005,1992,Comments on Unitarity in the Antifield Formalism,Glenn Barnich and Marc Henneaux
9205006,1992,Stabilized Quantum Gravity: Stochastic Interpretation and Numerical Simulation,J. Greensite
9205007,1992,Quantum Gravity and the Algebra of Tangles,John C. Baez
9205008,1992,Low-Energy Dynamics of Supersymmetric Solitons,Jerome P. Gauntlett
9205009,1992,"Coordinate and K\""{a}hler $\sigma$-Model Anomalies and Their Cancellation in String Effective Field Theories",Gabriel Lopes Cardoso and Burt A. Ovrut
9205010,1992,A Proposal for $D>1$ Strings?,L. Alvarez-Gaume and J.L.F. Barbon
9205011,1992,Of CP and other Gauge Symmetries in String Theory,"M. Dine, R.G. Leigh and D.A. MacIntire"
9205012,1992,Two-loop finiteness of D=2 supergravity,"B. de Wit, M.T. Grisaru, E. Rabinovici, H. Nicolai"
9205013,1992,A Note of W-algebra Realisations,G.M.T.Watts
9205014,1992,Matrix Model Perturbed by Higher Order Curvature Terms,G.P.Korchemsky
9205015,1992,Conformal Symmetry and Central Charges in 4 Dimensions,"I. Antoniadis, P.O. Mazur and E. Mottola"
9205016,1992,"Duality and $O(d,d)$ Symmetries in String Theory",Jnanadeva Maharana
9205017,1992,c = 1 conformal field theory and the fractional quantum Hall effect,Christopher Ting and C. H. Lai
9205018,1992,Geometric Interpretation of the Quantum Master Equation in the BRST--anti-BRST Formalism,Marc Henneaux
9205019,1992,Charged Topological Solitons in 4+1 Dimensional YMCS Theory,C.S.Aulakh
9205020,1992,Divergences of Discrete States Amplitudes and Effective Lagrangian in 2D String Theory,I.Ya.Aref'eva and A.P.Zubarev
9205021,1992,Statistical Mechanics of Black Holes,B. Harms and Y. Leblanc
9205022,1992,Entropy vs. Action in the (2+1)-Dimensional Hartle-Hawking Wave Function,Steven Carlip
9205023,1992,Stability Analysis of a Stringy Black Hole,"Rue-Ron Hsu, Green Huang , Wei-Fu Lin, and Chin-Rong Lee"
9205024,1992,Renormalization group trajectories from resonance factorized S-matrices,Marcio J. Martins
9205025,1992,The Gravitational Field of String Matter,"M. Fabbrichesi, R. Iengo, K. Roland"
9205026,1992,Lorentz invariance of effective strings,J.D. Cohn and Vipul Periwal
9205027,1992,Supersymmetry as a Cosmic Censor,"Renata Kallosh, Andrei Linde, Tom\'as Ort\'in, Amanda Peet and Antoine Van Proeyen"
9205028,1992,Fadeev-Popov Ghosts and 1+1 Dimensional Black Hole Evaporation,Andrew Strominger
9205029,1992,Neutrino Masses within the Minimal Supersymmetric Standard Model,Mirjam Cvetic and Paul Langacker
9205030,1992,Quantum Analysis of Jackiw and Teitelboim's Model for 1+1 D Gravity and Topological Gauge Theory,Haruhiko Terao
9205031,1992,Topological Models on the Lattice and a Remark on String Theory Cloning,Costas Bachas and Marios Petropoulos
9205032,1992,"Restricted Supergauge invariance, N=2 Coadjoint Orbit and N=2 Quantum Supergravity",W.A. Sabra
9205033,1992,Strong Antigravity. Life in the Shock Wave,M. Fabbrichesi and K. Roland
9205034,1992,Gravity-Matter Couplings from Liouville Theory,Jean-Loup Gervais
9205035,1992,Sine-Gordon Solitons as Heterotic Fivebranes,HoSeong La
9205036,1992,Solitons with integer fermion number,Alfred S. Goldhaber
9205037,1992,Global Analysis of New Gravitational Singularities in String and Particle Theories,I. Bars and K. Sfetsos (USC)
9205038,1992,"Recent Developments in Classical and Quantum Theories of Connections, Including General Relativity",Abhay Ashtekar
9205039,1992,Constant Solutions of Reflection Equations and Quantum Groups,"P. P. Kulish, R. Sasaki and C. Schwiebert"
9205040,1992,"Partition Functions, Intertwiners and the Coxeter Element",Patrick Dorey
9205041,1992,"Considerations of One-Modulus Calabi-Yau Compactifications: Picard-Fuchs Equations, K\""ahler Potentials and Mirror Maps",Albrecht Klemm and Stefan Theisen
9205042,1992,A New Field Theoretic Approach to Criticality,Peter Suranyi
9205043,1992,High Temperature Partition Function of the Rigid String,Joseph Polchinski and Zhu Yang
9205044,1992,Quantum Hamiltonian Reduction of Super Kac-Moody Algebra II,T. Kuramoto
9205045,1992,"Supersymmetric, Integrable Toda Field Theories: The B(1,1) Model",Silvia Penati and Daniela Zanon
9205046,1992,Cosmological String Backgrounds from Gauged WZW Models,C. Kounnas and D. Luest
9205047,1992,Renormalization group equations in curved space-time with non-trivial Topology,"E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics, University of Barcelona, Spain)"
9205048,1992,Higher derivative quantum gravity with torsion in the conformally Self-Dual Limit,"E. Elizalde and S.D.Odintsov (Department E.C.M., Faculty of Physics, University of Barcelona, Spain)"
9205049,1992,Spontaneous compactification in 2D induced quantum gravity,"E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics, University of Barcelona, Spain)"
9205050,1992,Effective potential and stability of the rigid membrane,"E. Elizalde and S.D. Odintsov (Department E.C.M., Faculty of Physics, University of Barcelona, Spain)"
9205051,1992,A Multimonopole Solution in String Theory,Ramzi R. Khuri
9205052,1992,Scattering of String Monopoles,Ramzi R. Khuri
9205053,1992,A Non Degenerate Semi-Classical Lagrangian for Dilaton-Gravity in Two Dimensions,Noureddine Mohammedi
9205054,1992,Aspects of N=2 Super-W_n Strings,"H.Lu, C.N. Pope, X.J. Wang and K.W. Xu"
9205055,1992,Correlation Functions of the XXZ model for $\Delta<-1$,"Michio Jimbo, Kei Miki, Tetsuji Miwa, Atsushi Nakayashiki"
9205056,1992,Global KdV Flows and Stable 2D Quantum Gravity,"Clifford V.Johnson, Tim R. Morris and Anders W\""atterstam"
9205057,1992,New Methods of Integration in Matrix Models,A.D'Adda
9205058,1992,A class of finite two - dimensional sigma models and string vacua,A.A. Tseytlin
9205059,1992,Loop Gas Model for Open Strings,V. Kazakov and I. Kostov
9205060,1992,Cosmological Implications of Domain Walls due to Duality Invariant Moduli Sector of Superstring Vacua,M. Cveti\v c and R. L. Davis
9205061,1992,Quantum-Mechanical Scattering of Charged Black Holes,Jennie Traschen and Robert Ferrel
9205062,1992,Four Dimensional Stringy Black Membrane,"Supriya K. Kar, S. Pratik Khastgir and Gautam Sengupta"
9205063,1992,A Study of Two Dimensional String Theory (PhD Thesis),Ulf H. Danielsson
9205064,1992,The Quantum Double in Integrable Quantum Field Theory,D. Bernard and A. LeClair
9205065,1992,The operator algebra of the discrete state operators in 2D gravity with non-vanishing cosmological constant,Vl.S.Dotsenko
9205066,1992,Topological 2-form Gravity in Four Dimensions,"H.Y. Lee, A. Nakamichi and T. Ueno"
9205067,1992,Discussion of Self-Dual c=24 Conformal Field Theories,P.Montague
9205068,1992,"ERRATA for ""One-Loop Threshold Effects in String Unification""",Vadim Kaplunovsky
9205069,1992,Quantization of a Theory of 2d Dilaton Gravity,S.P. de Alwis
9205070,1992,One-Loop Threshold Effects in String Unification,Vadim Kaplunovsky
9205071,1992,Novel Symmetry of Non-Einsteinian Gravity in Two Dimensions,"H. Grosse, W. Kummer, P. Pre\v{s}najder and D.J. Schwarz"
9205072,1992,Meromorphic c=24 Conformal Field Theories,A. N. Schellekens
9205073,1992,Non-perturbative 2d quantum gravity and hamiltonians unbounded from below,J. Ambjorn and C.F. Kristjansen
9205074,1992,Symmetries and Motions in Manifolds,J. W. van Holten and R. H. Rietdijk
9205076,1992,The Critical Point of Unoriented Random Surfaces with a Non-Even Potential,M.A. Mart\'{\i}n-Delgado
9205077,1992,Edge Currents and Vertex Operators for Chern-Simons Gravity,"G. Bimonte, K. S. Gupta, A. Stern"
9205078,1992,Four Dimensional 2-Brane Solution in Chiral Gauged Wess-Zumino-Witten Model,Swapna Mahapatra
9205079,1992,Duality of string amplitudes in a curved background,M{\aa}ns Henningson
9205080,1992,Canonical Transformations in Quantum Mechanics,Arlen Anderson
